AMBTEMP,COUGM3,NO2UGM3,O3UGM3,PM25,RAINFALL,SO2UGM3,UV_INDEX,test_clasiffier
12.8,0,10.6,31.4,6.74,0,-1.7,0,3
12.6,-0.1,7.5,33.4,6.35,0,-2.1,0,1
12.4,-0.1,10.4,30.6,6.04,0,-1.7,0,2
12.5,-0.1,14.1,26.7,5.78,0,4,0,3
12.5,-0.1,3.5,40.7,5.04,0,-0.3,0,1
12.4,-0.1,5.1,39,4.73,0,-2,0,2
12.1,-0.1,12.5,26.1,5.68,0,-1.7,0,3
12.1,0,23,17.9,5.64,0,-1.4,0.018735027,1
12.6,0.2,26.7,18.1,7.6,0,-1.3,0.355530632,2
13.5,0.4,29.1,18.9,7.92,0,-0.7,1.512552834,3
14.5,0,15.7,40.3,5.99,0,0.6,2.932115663,1
15.5,0,13.3,48.1,5.65,0,1.1,4.184339666,2
16.5,0,14,46.9,7.41,0,-1.2,4.562236973,3
17.2,0,11.2,47.1,5.14,0,-1.3,6.771477836,1
17.8,0,11.6,45.1,4.05,0,-1.2,5.223682002,2
17.4,0,12,41.6,3.96,0,-1.3,3.048818952,3
16.9,0.1,17.5,34,4.72,0,-1.1,1.853985657,1
16.2,0.1,21.9,29.5,5.59,0,-0.4,0.444753948,2
14.9,0.1,16.1,30.5,7.67,0,-1.3,0.062044709,3
14.3,0.3,26.8,19,7.32,0,-0.1,0.000111772,1
13.7,0.3,29.9,15.7,8.17,0,0.1,0,2
13.5,0.3,31.5,13.4,8.46,0,3.2,0,3
13.4,0.2,31.4,12.3,9.02,0,1.6,0,1
13.1,0.3,32.8,8.6,8.93,0,0.1,0,2
12.7,0.1,26.4,14.5,7.19,0,-0.8,0,3
12.8,0,18.7,24.4,6.03,0,-1.5,0,1
12.6,-0.1,10.8,31.9,6.14,0,-1.9,0,2
12.3,-0.1,12.9,30.3,5.69,0,-1.9,0,3
12.1,-0.1,14.3,26.7,5.49,0,-0.6,0,1
12.1,0,21.6,16.1,5.01,0,3.5,0,2
12,0,24.6,13.2,5.54,0,6.5,0,3
12,0.1,30.6,8.5,5.84,0,1.7,0.00675555,1
12.3,0.1,24.1,15.6,6.11,0,-1,0.235760281,2
13.4,0.2,27.1,18.3,7.95,0,0.9,1.301612879,3
13.6,0,14.3,37.1,6.01,0,2.8,1.838356603,1
12.9,0,16.2,35,6.16,0,2.4,1.629285115,2
13.4,0,17.3,38.1,7.44,0,1,2.811136797,3
14.1,0,13,44.8,7.52,0,0,3.216311894,1
14.5,0,12.8,51.9,7.57,0,0,3.436257725,2
14.7,0,14.3,48.8,7.67,0,-1.5,1.79441825,3
14.9,0,11.5,47,7.86,0,-1.6,2.286342794,1
14.8,0,11.8,42.1,7.05,0,-1.2,0.786017395,2
14.6,0,15.2,36.1,6.75,0,-1,0.102799268,3
14.3,0.1,21.5,27.9,7.24,0,-0.7,2.47959E-05,1
14,0.2,25.1,22.6,7.82,0,-1.5,0,2
13.5,0.1,22.5,22.5,7.48,0,-1.2,0,3
13.3,0.1,20.8,27.2,7.14,0,1.4,0,1
13,0,21.1,29.4,7.21,0,-1.8,0,2
12.7,0,22,31.7,7.27,0,-1.8,0,3
12.4,-0.1,12,45.6,6.26,0,-2.2,0,1
12.1,-0.2,4,52.6,6.38,0,-1.9,0,2
11.7,-0.2,5.2,49.2,6.62,0,-2,0,3
11.4,-0.2,4.9,47.4,6.38,0,-2.1,0,1
11,-0.2,6,45.6,6.41,0,-2,0,2
10.5,-0.1,6.1,45.5,15.67,0,-1.5,0,3
9.8,-0.1,10.9,37.6,9.71,0,0,0.005720989,1
9.9,-0.1,10.7,38.5,7.14,0,-1.8,0.236124208,2
10.6,-0.1,5.2,43.3,6.54,0,-1.5,0.986627375,3
11.7,-0.1,7.4,41.8,6.66,0,-1.4,2.315146487,1
12.9,0,14.2,39.6,6.88,0,0.8,2.988212787,2
14,-0.1,9.3,45.4,5.43,0,-0.9,4.965761044,3
15.5,-0.1,6.4,49.6,5.65,0,-1.5,5.796963073,1
15.4,-0.1,7.7,45.9,7.56,0,-0.9,3.387006561,2
15.7,-0.1,5.7,47.6,6.13,0,-1.8,3.71388838,3
16.5,-0.1,6.3,46.6,5.5,0,0.2,2.617193866,1
16.8,-0.1,7.1,42.6,4.96,0,-0.9,1.123859388,2
16.4,0,13.3,32.5,4.53,0,-1.7,0.177190051,3
15.8,0,17.1,25.5,5.37,0,-1.8,0.000846494,1
14.7,0.1,19.9,21.9,6.83,0,-1.4,0,2
14.2,0,17.2,24.5,5.52,0,-1.5,0,3
14,0,12.6,28.9,4.93,0,-2,0,1
13.8,0,13.3,26.4,4.87,0,-1.8,0,2
13.6,-0.1,10.2,29.6,4.99,0,-2.5,0,3
13.4,-0.1,5.4,33.8,4.63,0,-2.3,0,1
13.2,-0.2,10.1,25.1,4.85,0,-1.7,0,2
13.1,-0.2,12.5,21.9,5.38,0,1,0,3
12.6,-0.2,12.3,23.2,6.39,0,3.2,0,1
11.9,-0.1,16.1,17.6,6.87,0,2.9,0,2
12.2,-0.1,20.8,10.8,6.63,0,-0.7,0,3
12.3,0.1,26.5,7.2,7.15,0,-0.7,0.008572519,1
12.5,0.4,28.2,9,8.51,0,0.6,0.360503929,2
13.8,0.2,28.5,21.1,10.71,0,7.2,1.339256123,3
14.9,0,20.5,38.7,9.73,0,2.2,2.828373388,1
16.1,-0.1,11.5,51,8.73,0,0.8,5.264266041,2
17.3,-0.1,12.8,50.5,7.62,0,-0.8,3.191306172,3
17.4,-0.1,8.6,50.1,6.94,0,-1.9,5.175415045,1
18,-0.1,7.3,49.2,6.19,0,-2.2,4.927838178,2
18.1,-0.1,7.3,46.3,5.55,0,-2.2,2.489933623,3
17.7,0,12.3,38.8,4.64,0,-1.7,2.194322881,1
16.9,0,11.7,42,3.89,0,-1.8,1.088089189,2
16.4,0,19.9,33.5,4.26,0,-1.9,0.09566949,3
15.9,0.1,25.8,23.7,4.56,0,-1.6,0,1
15.2,0.2,27.7,19.7,5.78,0,-1.6,0,2
14.5,0.1,21.9,21.8,6.74,0,-1.6,0,3
13.8,0.1,19.1,22,4.33,0,-1.9,0,1
13.6,0.1,25.1,16.2,4.65,0,-1.7,0,2
13.3,-0.1,13.4,28.3,4.28,0,-2.1,0,3
12.6,-0.1,6.8,32.1,3.52,0,-2.2,0,1
12.3,-0.1,8,26,3.32,0,-1.8,0,2
12.4,-0.2,1.8,38.4,2.67,0,-2.2,0,3
12.2,-0.2,4.2,29.8,3.02,0,-2.4,0,1
11.9,-0.2,4.9,26.5,3.57,0,-2.1,0,2
11.8,-0.2,5.7,24.9,3.29,0,-2.1,0,3
11.6,0.1,21,9.6,5,0,-1.3,0.018201343,1
12.2,0.3,30.2,11.5,7.28,0,4.3,0.401829175,2
13.4,0.3,32.6,18.4,9.64,0,8.9,1.291915389,3
13.7,0.1,28.1,27.5,8.29,0,-1.2,2.499678035,1
13.8,0.1,23,33.6,11.81,0,-1.6,2.373130007,2
15,0,16.5,52,12.55,0,-1.3,5.779329747,3
16.1,-0.1,13.5,58.9,10.96,0,-2,6.625726329,1
16.3,-0.1,10.3,60.9,11.37,0,-2.1,7.081247044,2
16.1,-0.1,14.2,55,11.9,0,-2.1,4.473791867,3
15.1,0,17.1,51.2,12.37,0,-2,2.063130388,1
14.5,0,20.8,45.8,11.64,0,-1.8,0.763812467,2
14.5,0.1,25.5,41.1,12.24,0,0.9,0.203590448,3
14.2,0.1,30,35.1,11.95,0,-1.6,0.000582132,1
13.1,0.1,29.1,32.2,11.73,0,-1.8,0,2
12.9,0.2,32.3,24.6,13.56,0,-1.8,0,3
12.7,0.1,31.5,21.2,13.31,0,-1.9,0,1
11.8,0.3,35.6,9,14.9,0,-1.4,0,2
11.8,0.1,30.2,16.1,15.35,0,-1.6,0,3
11.1,0.1,25.9,12.4,14.05,0,-2.2,0,1
11,-0.1,21.8,15,11.87,0,-2.1,0,2
11.2,0,18.2,19.2,11.99,0,-2.2,0,3
11.1,-0.1,7.3,30.2,11.22,0,-2.4,0,1
11,-0.1,11.2,24.8,11.29,0,-2.4,0,2
11,-0.1,18,15.9,11.8,0,-2.2,0,3
11,0.1,28.6,6,12.9,0,-1.4,0.024116503,1
12,0.9,34.6,7.8,18.28,0,3.1,0.508779278,2
13.7,0.5,35.3,19.7,20.25,0,5.4,1.653448539,3
15.8,0,17.5,48.9,12.29,0,2.8,4.246160449,1
16.4,-0.1,13.4,55.7,13.39,0,-1.6,3.365857939,2
17.6,-0.2,9.5,55.8,8.56,0,-1.8,6.557301823,3
19.2,-0.1,9.6,54.8,7.04,0,-2,10.00003586,1
19.6,-0.1,8.7,55,7.19,0,-2.2,8.520042344,2
19,-0.2,7.9,55.9,6.77,0,-2.1,4.475886168,3
18.6,-0.1,13.2,52,7.06,0,-2.2,2.542152285,1
18.2,-0.1,13.4,50.4,7.41,0,-2.1,1.283320745,2
17.1,0,18.2,42.7,7.5,0,-2.4,0.191246662,3
16.3,0.1,27.6,33.9,8.24,0,-1.8,0.000120546,1
15.8,0.1,32.9,30.4,9.61,0,-1.8,0,2
15.4,0.1,32.8,30,12.63,0,-2.1,0,3
14.5,0.1,27.6,35.1,16.17,0,1.5,0,1
13.4,0.5,45.1,6.2,19.22,0,9.4,0,2
13.4,0.2,44,8,19.09,0,21,0,3
13.2,0,43.3,10.1,22.51,0,42.3,0,1
12.9,0,33.5,16,20.95,0,8.8,0,2
11.8,-0.1,32.9,11.8,18.87,0,12,0,3
10.9,-0.1,27.3,14.3,18.95,0,6.4,0,1
11.6,-0.1,29,10.5,20.11,0,2.2,0,2
11.7,-0.1,27.9,13,19.38,0,3.9,0,3
11.3,0.1,32.4,7.8,20.57,0,3.5,0.005366217,1
11,0.1,32.8,14.1,17.69,0,2.8,0.245983062,2
11.2,0.3,37.2,15.6,20.06,0,7.5,1.009293507,3
11.7,0.2,33.5,22.7,17.61,0,1.8,1.464290837,1
12.6,0.3,37.6,23.9,19.59,0,-0.2,3.054509422,2
13.6,0.3,41.7,26.1,16.83,0,0.8,3.047088579,3
15,0.3,39.7,33.1,15.53,0,5.3,3.339081025,1
14.8,0,23.9,40.9,8.45,0.4,-1.1,2.592418936,2
16.2,-0.1,13.1,44,4.28,0,-1.8,2.834813458,3
15.6,0,17.1,38.1,4.57,0,-2.1,1.392244984,1
14.2,0,20.5,34.1,5.58,0,-1.9,0.690244144,2
14.2,0,23.9,32.1,6.17,0,-1.3,0.207987335,3
14.1,0.2,35.2,21.7,8.63,0,1.9,0.002685588,1
13.7,0.4,39.9,13.6,11.83,0,-0.4,0,2
13.5,0.6,44.1,5.9,13.95,0,0.2,0,3
13.4,0.5,40.2,5.5,12.94,0,0.2,0,1
13.4,0.2,28.5,18.1,12.79,0,-1.7,0,2
13.2,0,19.9,25.3,11.5,0,-1.9,0,3
12.8,0.1,27.8,12.6,12.35,0,-1.8,0,1
12.6,0,13.8,28.8,10.74,0,-1,0,2
12.3,-0.2,3.2,38.9,9.73,0,-1.9,0,3
12,-0.2,5.2,35.2,9.71,0,-1.2,0,1
11.9,-0.2,19.9,15.8,10.24,0,2.4,0,2
11.8,-0.1,23.4,10.6,10.67,0,1.2,0,3
11.7,0.1,29.5,6.9,14.1,0,0.4,0.014875639,1
12.2,0.2,26.8,13.2,10.95,0,0.5,0.370992599,2
14.1,0.1,26.4,23,10.87,0,7.2,1.503026627,3
16.7,0,20.4,44.3,10.64,0,8.5,4.126035706,1
17,-0.2,10.2,56.8,9.15,0,-0.3,5.847215229,2
17.4,-0.1,13.8,54.2,9.91,0,-1.2,4.498714427,3
17.1,-0.1,15.8,46.3,9.32,0,-0.8,2.736615549,1
16.6,0,19,39.6,8.93,0,-0.5,2.010491722,2
16.1,0,21.2,35.4,9.58,0,1.3,1.26021706,3
15.8,0,23,32.5,9.63,0,-0.8,0.83579118,1
15.1,0,21.7,32.6,9.51,0,1.8,0.71288014,2
14.9,0.1,24.7,27.3,10.39,0,-0.4,0.12606508,3
15,0.3,35.6,15,12.56,0,2.1,0,1
14.9,0.3,38.9,11.2,13.17,0,4.7,0,2
14.6,0.3,35,11.9,15.4,0,1.2,0,3
14.3,0.5,38.8,7.2,23.28,0,2.5,0,1
14,0.5,34.6,7.1,20.52,0,2.3,0,2
13.5,0.5,32.5,5.6,15.88,0,2.7,0,3
12.8,0.3,30,5.7,14.96,0,4.2,0,1
12.3,0.1,26.1,6.2,12.49,0,6.6,0,2
10.7,0,19.8,8.9,12.23,0,3.1,0,3
9.5,0,21.2,6.2,12.96,0,0.9,0,1
9.7,0.2,21,5,13.59,0,0.9,0,2
9.7,0.1,21.3,5,11.82,0,-0.2,0,3
10,0.3,21.4,5,11.61,0,0.2,0.020106432,1
11.9,0.3,22.1,10.5,12.5,0,3.4,0.544297704,2
13.5,0.2,22.8,20.4,12.7,0,6.6,1.581770047,3
16.4,0,22.2,36,12.28,0,11.8,5.068161669,1
18.3,-0.2,8,59.3,8.96,0,0.8,7.179034104,2
18.8,-0.2,8,57.2,8.08,0,-1.7,3.96220531,3
20.1,-0.2,8.3,47.1,6.28,0,-1.8,7.151697948,1
19.6,-0.2,8,45.3,5.84,0,-1.9,4.309942397,2
18.9,-0.2,11.3,43.6,5.36,0,-2,3.222374304,3
18.8,-0.2,7,47.1,5.57,0,-2.7,1.65018616,1
18.1,-0.2,7.4,47.2,6.6,0,-2.3,1.195725566,2
17.6,-0.1,16,37.2,6.42,0,-2.1,0.294733349,3
16.5,0.1,31.4,18.3,8.52,0,-1.7,0.002286564,1
14.6,0.6,38.1,7.9,17.44,0,0,0,2
12.8,0.9,36,5.3,17.48,0,3.3,0,3
11.9,0.9,36.3,6.4,22.22,0,13.2,0,1
10.8,0.7,32.3,6.6,24.35,0,18.1,0,2
9.9,0.5,28,5.9,19.71,0,14.2,0,3
10.1,0.7,27.6,5.5,24.9,0,15.9,0,1
10.7,0.7,28.9,5.5,24.7,0,13.3,0,2
11,0.6,29.2,5.6,25.78,0,17.1,0,3
11.1,0.6,27.5,5.2,26.96,0,17.6,0,1
11,0.4,25.7,4.7,21.86,0,11.2,0,2
9.8,0.4,22.9,5.3,20.3,0,6.9,0,3
9.7,0.4,24.3,4.9,17.2,0,5.6,0.009686046,1
10.7,0.4,24,5.6,18.95,0,5.7,0.261099031,2
12.1,0.3,27.1,8.4,20.3,0,16.3,0.832609674,3
13.6,0.3,28.7,11.4,18.52,0,12.5,1.837346456,1
15.5,0.2,33.1,20.9,17.89,0,24.5,3.001033036,2
16.2,-0.1,12.8,41.9,10.61,0,1.5,4.165466545,3
16.7,-0.2,9.8,47.2,8.89,0,-0.5,3.98413138,1
17.9,-0.2,5.4,50,6.94,0,-2.1,6.959752422,2
18.2,-0.2,4.5,50.8,6.96,0,-2.1,2.536047913,3
18.1,-0.2,2.7,50.2,7.19,0,-2.3,2.242403296,1
17.9,-0.2,7,44.1,6.28,0,-2.2,1.087581064,2
17.3,-0.2,11.2,38.8,8.04,0,-1.9,0.181460288,3
16.6,0.1,25.8,21.7,11.12,0,0,0.002140459,1
15.7,0.3,37.4,9.4,13.74,0,3.5,0,2
14.7,0.7,38.1,5.9,14.41,0,0.8,0,3
14.8,0.1,30.2,12.9,12.67,0,-0.3,0,1
14.5,-0.1,21,22.1,9.68,0,0.6,0,2
13.9,-0.2,11,30.4,6.92,0,2,0,3
13.8,-0.2,11.9,26.2,6.73,0,-1.6,0,1
13.8,-0.2,6.1,34.1,7.22,0,-0.4,0,2
13.7,-0.3,3.8,38.7,7.61,0,-0.8,0,3
13.6,-0.3,1.3,41.6,7.62,0,-1.2,0,1
13.4,-0.3,3.6,38.2,7.87,0,-1.5,0,2
13.3,-0.2,20,17.2,8.42,0,-1,0,3
13.6,0.2,33.2,5.4,10.36,0,3,0.003881514,1
13.9,0.4,34.3,9.6,11.18,0,0.8,0.292489891,2
14.9,0.3,32,20.2,11.43,0,0.4,1.381155489,3
15.9,-0.1,16.5,42.3,9.68,0,0.6,2.226172274,1
16.4,-0.2,11.2,52.3,9.66,0,-1.8,3.701173419,2
16.8,-0.1,15.6,47.5,9.63,0,-1.5,3.341005188,3
16.9,-0.2,15.7,46.2,8.97,0,-2,3.726355383,1
17.4,-0.2,10.4,50.1,8.24,0,-2.5,4.241065461,2
17.4,-0.2,13.4,43.9,7.72,0,-2.2,2.069641032,3
17.9,-0.2,7.5,47.5,7.25,0,-2.4,3.288952087,1
18.2,-0.2,12.4,44.2,6.95,0,-2.3,1.533493172,2
18,-0.1,17.9,36.1,8.03,0,-2,0.192397955,3
16.2,0,23.7,25.7,8.18,0,-2.1,0,1
15.3,0,25,24.4,8.29,0,-2.2,0,2
14.9,0,29.9,18.6,10.38,0,-1.6,0,3
14.6,0,27.9,22,11.67,0,2.5,0,1
14,0,26.8,19.3,11.37,0,0.3,0,2
13.7,-0.1,25.3,20.6,10.64,0,-1.6,0,3
13.7,-0.2,8.7,38.4,9.25,0,-2.4,0,1
13.6,-0.3,1.4,46.9,8.41,0,-2.2,0,2
12.6,-0.3,0.3,44.1,7.88,0,-2.4,0,3
11.6,-0.3,3.7,35.7,8.88,0,-1.8,0,1
11.7,-0.3,9.1,29.8,11.34,0,-0.9,0,2
11.7,-0.2,10.2,29.6,10.03,0,3.2,0,3
11.7,-0.1,24.3,13.7,11.14,0,15.5,0.000156786,1
12,0.2,32.8,6.7,11.72,0,17,0.12040589,2
12.7,0.3,33.4,9.6,10.44,0,7.3,0.710102235,3
13.3,0.2,34.1,14.1,11.08,0,4.4,1.178789578,1
13.9,-0.1,16.6,37.4,9.53,0,-1.5,4.016677348,2
14.7,-0.1,17.6,41.8,11.27,0,-0.2,3.031742199,3
15.1,-0.1,17,45.7,10.56,0,-2,4.098904784,1
15.2,-0.1,17.1,48.1,9.76,0,-1.5,5.056503014,2
15,0,22.4,41.2,9.76,0,-0.6,2.279807355,3
15.3,-0.1,19.4,39.5,10.3,0,-2,1.47700351,1
15.7,-0.1,19.5,39,11.93,0,-2.2,0.885000381,2
15.4,0.1,29.3,27.6,12.29,0,-2.1,0.194944305,3
15,0.3,37,17,14.1,0,0.2,0.00303769,1
14.2,0.7,43.1,8.5,15.12,0,-0.1,0,2
12.5,1,41.1,6.1,19.49,0,1.8,0,3
11.5,0.5,36.1,5.4,16.41,0,-0.2,0,1
10.8,0.4,32.7,4.7,14.21,0,-0.1,0,2
10.1,0.2,30.4,5.3,16.04,0,1.6,0,3
10.8,0.3,30.3,5.3,17.67,0,-0.2,0,1
10.7,0.1,23.8,9.7,15.61,0,-1.3,0,2
9.6,-0.1,21.4,8.3,13.55,0,-1.7,0,3
8.7,-0.2,17.1,9.9,13.91,0,-1.9,0,1
9.2,-0.1,19.7,6,14.32,0,-1.8,0,2
9.6,-0.1,20.4,4.9,14.41,0,-1.4,0,3
9.4,0.2,21.2,4.9,14.94,0,1.9,0.013307393,1
10.3,0.5,24.9,6.5,16.77,0,3.3,0.353345922,2
11.4,0.4,30.5,9.1,19.75,0,48.5,0.925396735,3
12.8,0.2,31.8,13.7,19.22,0,20.5,2.007217899,1
14.8,0.1,33.8,29.1,20.31,0,18.3,4.651336309,2
16.9,-0.2,13.7,63.1,10.18,0,-1.3,8.698248264,3
18,-0.2,10.2,65.5,8.38,0,-2.3,7.738003738,1
18.9,-0.2,8.6,66.5,6.74,0,-2.4,6.571379034,2
19.2,-0.3,10.8,65,7.49,0,-2.2,7.054340429,3
19.3,-0.2,11.8,60.5,7.4,0,-2.6,3.264459449,1
19.4,-0.2,12.8,60.7,7.18,0,-2.4,1.597281987,2
17.3,-0.1,23.9,42.3,8.47,0,-2.2,0.282289235,3
15.9,0.2,41.5,20.2,10.2,0,-1.5,0.00424239,1
15.5,0.1,37.9,23.3,11.54,0,-1.9,0,2
15.1,0,35.2,23.5,11.6,0,2.4,0,3
14.1,0.4,46,8,13.7,0,1.1,0,1
12.7,0.5,42.6,5.7,15.83,0,9.3,0,2
12.9,0.2,40,5.8,15.81,0,20.1,0,3
13.2,0.2,38.2,5.3,16.34,0,12.5,0,1
13.2,0.1,37.7,5.3,15.75,0,13,0,2
13,-0.2,16.6,30.1,11.56,0,2.6,0,3
11.8,-0.2,13.8,33.3,11.35,0,-1.4,0,1
10.9,-0.2,12.8,33.5,10.17,0.2,-1.4,0,2
11,-0.2,22.6,15.1,9.76,0,-1.4,0,3
10.5,0.2,29.9,5,9.95,0,-0.2,0.025273136,1
11.6,0.3,29.1,15.8,11.72,0,0.9,0.476297398,2
12.9,0.3,38.4,18.1,20.18,0,13,1.345363165,3
13.8,0.1,32.6,24.2,13.77,0,11.5,2.847491798,1
15.9,-0.2,16,49.4,9.37,0,-1.7,6.009417868,2
16.6,-0.2,12.7,57.6,8.94,0,-2,5.78424239,3
16.8,-0.2,12.8,54.6,7.92,0,-2.2,5.494142061,1
17.8,-0.3,9.8,58,7.49,0,-2.5,5.015704204,2
17.2,-0.3,7.4,54.6,6.02,0,-2.6,3.382353323,3
17.1,-0.2,12.5,49,6.89,0,-2.3,1.480332265,1
16.1,-0.2,13,44.1,7.48,0,-2.2,0.730803769,2
15.8,-0.2,16.1,37.4,8.88,0,-2.2,0.10304303,3
15.3,0.1,34.4,21,12.34,0,2.5,0,1
14.7,0,29.8,24.7,9.71,0,1.9,0,2
13.6,0.3,39.9,10.4,11.58,0,3,0,3
12.2,0.5,37.6,6.3,12.79,0,-0.5,0,1
12,0.4,35.8,6,15.68,0,7.1,0,2
12,0.2,34.2,6.8,17.45,0,27.3,0,3
11.2,0.2,31.2,5.7,15.91,0,1.1,0,1
10.2,0,25.2,5.6,14.54,0,-1.3,0,2
9.2,-0.1,16.9,8.7,13,0,-2.1,0,3
8.7,-0.1,18.6,5.5,12.4,0,-1.6,0,1
8,-0.1,17.9,4.8,12.58,0,-1.6,0,2
7.5,0,16.2,4.6,14.42,0,-1.3,0,3
7.3,0.5,15.5,5.1,16,0,0.4,0.01464332,1
8.1,0.3,18.4,6.7,18.1,0,0.4,0.362615396,2
9.5,0.1,24.8,11.7,19.46,0,0.4,1.22960174,3
12.2,0.3,30.1,23.9,22.96,0,0.5,4.934838636,1
16.3,0.1,31.2,51.2,15.77,0,0.1,8.803700694,2
19.3,-0.3,13.5,66,8.51,0,1.1,11.63040932,3
21,-0.3,8.4,68.2,5.85,0,-2.2,12.4970695,1
22.4,-0.3,6.6,59.1,4.75,0,-2.6,11.014654,2
22.2,-0.3,3.8,57.5,5.25,0,-2.4,6.683493935,3
20.8,-0.3,5.7,55,7.33,0,-2.3,3.059730297,1
19,-0.3,12.6,47.3,9.22,0,-2.4,1.035971237,2
17.6,-0.1,23.4,39.2,10.76,0,-1.9,0.173113985,3
17.1,-0.1,25,37.3,12.24,0,-2,0.001968032,1
16.1,0,23.8,34.2,14.96,0,-2.4,0,2
14.5,0.5,46.3,8.6,15.53,0,-0.8,0,3
14,0.4,45.4,7.2,15.44,0,-0.8,0,1
13.5,0.2,42.7,8.2,14.38,0,-1.2,0,2
11.7,0.1,36.4,8.6,12.63,0,-1.8,0,3
10.7,0,32.3,8.3,13.76,0,-1.9,0,1
9.7,0,30.8,7.2,15.04,0,-1.6,0,2
8.9,0.1,29.7,5,17.63,0,-0.7,0,3
8,0,25.6,5.3,15.33,0,-1,0,1
7.5,0.1,24.5,4.9,21.25,0,0,0,2
6.9,0.1,21,4.7,18.16,0,-0.7,0,3
6.4,0.2,19.9,5.4,19.17,0,-0.5,0.013429847,1
7,0,20.8,8.6,23.35,0,0.5,0.396914626,2
9.3,0.1,23.6,16.3,22.4,0,1.2,1.441158923,3
13,0,24.6,35.2,17.77,0,-0.8,5.241654078,1
16.7,-0.1,22.6,61.6,12.34,0,-1.2,8.752195392,2
19.6,-0.3,11.4,70.2,6.94,0,0.2,11.40084459,3
21,-0.4,8.5,74.8,6.44,0,-2.2,11.80861563,1
22.4,-0.4,8,64.2,4.44,0,-2.2,10.88225109,2
23.1,-0.4,4.5,65.2,3.92,0,-2.4,8.377994202,3
22.7,-0.4,2.6,66.2,4.23,0,-2.6,4.508973831,1
22,-0.4,5.7,60.9,4.41,0,-2.3,1.618835737,2
20.6,-0.3,9.4,53.7,6.12,0,-2.5,0.301396963,3
17.3,-0.3,8.8,49.9,8.85,0,-2,0.002193103,1
15.5,-0.3,12.2,41.6,9.45,0,-2,0,2
14.5,0.1,26,20.9,14.56,0,-1.3,0,3
13.4,0.4,38.3,6.2,18.38,0,-0.6,0,1
12.7,0.2,35.5,6.2,16.09,0,-0.7,0,2
11.8,0.2,33.2,6.2,17.41,0,-0.8,0,3
11.1,0.3,32.9,5.6,21.19,0,-0.2,0,1
10.1,0.4,29.5,4.9,20.62,0,-0.1,0,2
9.5,0.4,27.6,4.9,20.57,0,-0.2,0,3
8.7,0.1,23,5,17.78,0,-0.1,0,1
8.1,0.1,21.9,4.7,18.44,0,-0.9,0,2
7.8,0,21.1,4.7,21.4,0,1,0,3
7.9,0.1,19,5.1,20.94,0,2.9,0.020520333,1
9.8,0.2,19.8,8.4,21.3,0,2.1,0.528064775,2
11.7,-0.1,17.6,24.9,19.21,0,2.6,1.522982376,3
14.1,-0.3,10.2,46,13.74,0,0.7,5.389129473,1
17.4,-0.3,8,62.9,9.65,0,-0.5,8.784799344,2
19.7,-0.4,6,69.8,8.31,0,-1.8,9.901952392,3
21.1,-0.4,2.5,59.1,3.86,0,-2.4,11.83063745,1
21.6,-0.4,3.3,58.2,3.8,0,-2.6,6.41158999,2
20.1,-0.4,6,51,5.27,0,-2.6,2.739949264,3
18.9,-0.4,2.7,51.3,8.23,0,-2.9,1.745436408,1
18.9,-0.4,4.8,46.7,5.45,0,-2.5,1.185940337,2
18.8,-0.3,6.7,45,4.84,0,-2.4,0.351819257,3
17.9,-0.1,25.2,23.2,7.62,0,-1.8,0.004549859,1
16.9,0,28.1,17.3,11.99,0,-2.1,0,2
15.2,-0.2,16.4,24.5,13.79,0,-1.9,0,3
14.5,-0.2,14.1,24.2,11.16,0,-2,0,1
14,-0.2,17.7,15.6,11.41,0,-2.2,0,2
13.5,-0.2,13.6,17.6,11.3,0,-2,0,3
13.3,-0.2,18.3,11.3,10,0,-2.3,0,1
13.6,-0.2,22,7.5,11.24,0,-2.1,0,2
13.3,-0.3,14.6,12.5,9.87,0,-2,0,3
12.7,-0.2,16,8.9,9.95,0,-2.3,0,1
12.2,-0.3,14.5,8.8,9.06,0,-2.2,0,2
12.5,-0.3,15.7,7.7,9.14,0,0.7,0,3
12.5,-0.1,20,5.5,9.23,0,1.5,0.012709621,1
13,0,18.9,9.8,9.4,0,1.9,0.389767681,2
14.5,0.1,20.6,15.3,10.42,0,7.8,1.580199893,3
16.5,-0.1,19.2,29.2,8.37,0,1.8,3.853976501,1
18.1,-0.3,12.3,42.8,5.71,0,-1.9,7.073321889,2
19.8,-0.4,6.5,50.8,3.61,0,-2.4,9.188758679,3
20.7,-0.4,7.3,44.9,3.4,0,-2.4,8.260003052,1
21.1,-0.4,6.1,41.7,3,0,-2.5,7.399901198,2
21.7,-0.4,5.3,41.8,2.75,0,-2.5,7.736356909,3
22.4,-0.4,4.8,44.9,2.54,0,-2.5,5.080535973,1
22.3,-0.3,8.9,43.2,2.9,0,-2.8,2.041046387,2
22.2,-0.3,10.9,40.1,4.67,0,-2.6,0.371046387,3
16.2,-0.3,6.6,47.3,8.87,0,-2.4,0.00256199,1
14.3,-0.4,5.1,45.5,8.76,0,-2.7,0,2
14.7,-0.4,6.2,40.9,7.02,0,-2.7,0,3
14.6,-0.3,15.7,28.8,7.77,0,-2.5,0,1
14.4,-0.4,4.3,41.4,7.07,0,-3.2,0,2
14.5,-0.3,13.4,29.3,7.67,0,-2.8,0,3
14.2,-0.3,15.4,24.4,8.87,0,-2.7,0,1
13.8,-0.3,13.6,19.8,8.6,0,-1.8,0,2
