AMBTEMP,COUGM3,NO2UGM3,O3UGM3,PM25,RAINFALL,SO2UGM3,UV_INDEX,test_clasiffier
14.4,0.6,22.1,19.5,4.32,0,-1.9,0,3
14.2,0.5,21.7,18.1,3.77,0,-1.9,0,1
13.9,0.3,15.8,27.2,3.23,0,-1.9,0,2
13.8,0.3,9.3,31.7,3.33,0,-1.9,0,3
13.8,0.2,12.2,33.9,2.48,0,-1.7,0,1
13.7,0.2,13.5,28.1,2.28,0,-1.9,0,2
13.6,0.3,14.6,22.4,3.14,0,-0.8,0,3
13.3,1.1,28.9,10.3,5.35,0,1.3,0.115998703,1
14.2,1.1,26.9,16.9,5.38,0,-0.1,0.600350195,2
14.9,0.8,27.8,23.9,5.48,0,-0.5,1.836787976,3
17,0.5,17.7,60.6,5.01,0,1.7,4.496953155,1
16.9,0.4,12.6,69.6,3.95,0,-0.6,5.983820859,2
17.5,0.5,15.4,71.3,4.71,0,1.2,4.885395209,3
18.3,0.4,12.5,70.4,2.85,0,-0.3,4.956774624,1
19.5,0.5,29.4,60.9,4.23,0,2.1,3.751229496,2
19.8,0.5,21.6,69.2,4.21,0,0.4,2.388758679,3
20.3,0.4,19.7,71.3,3.87,0,0.7,1.922270924,1
20.5,0.5,37.2,53.5,4.52,0,2.8,0.966459525,2
19.3,0.4,10,61.6,4.32,0,-1,0.11030251,3
18,0.4,12.1,51.1,5.05,0,-1.8,0,1
16.4,0.5,19.4,36.6,5.51,0,-1.7,0,2
15.8,0.5,17.4,36.7,5.56,0,-1.7,0,3
15.2,0.3,6.5,42.4,5.71,0,-2.2,0,1
15.2,0.6,26.9,19.1,6.77,0,-1.8,0,2
14.9,0.6,26.4,18.2,6.61,0,-2.1,0,3
14.8,0.4,22.4,22.9,5.86,0,-1.9,0,1
14.4,0.4,17.3,22.2,6.65,0,-1.4,0,2
13.4,0.4,14.5,19.1,6.8,0,-1.9,0,3
12.9,0.3,10.5,20.8,5.51,0,-2,0,1
12.9,0.2,12.2,19.2,4.33,0,-2.3,0,2
12.9,0.3,15,16.3,4.58,0,-2,0,3
13.4,0.5,17.2,13.8,5.76,0,-1.4,0.167628748,1
14.7,0.5,11.4,30.6,5.26,0,-1.2,1.272855344,2
16.9,0.4,7.5,47.2,5.59,0,-0.4,3.655412757,3
18.9,0.4,8.7,60.9,5,0,-1.1,6.361231403,1
20.4,0.3,7.1,80.1,4.17,0,-1.3,10.74429656,2
22.5,0.3,6.6,95.7,4.18,0,-0.3,12.80392348,3
23.9,0.3,3.4,101.7,4.2,0,-1.3,10.96632792,1
25.3,0.2,1.4,110.5,3.72,0,-1,10.49645953,2
24.3,0.2,-1.6,91.6,5.17,0,-1.5,6.517670329,3
20.1,0.2,-4.2,81.1,6.71,0,-1.7,3.358618677,1
17.1,0.1,-4.8,79.7,6.92,0,-1.8,0.771154345,2
15.6,0.2,-2.9,75.2,6.89,0,-2,0.117967117,3
14.7,0.2,-1.3,72.2,8.75,0,-2.1,0,1
14.1,0.2,-0.7,70.7,7.31,0,-2.2,0,2
13.3,0.2,1.3,63.7,6.87,0,-2.2,0,3
13.3,0.2,3,62.2,6.77,0,-2.4,0,1
13.1,0.2,2.9,61.6,6.67,0,-2.3,0,2
12.6,0.2,-0.5,64.3,6.43,0,-2.2,0,3
11.9,0.3,15.4,37.1,7.23,0,-2.2,0,1
10.9,0.3,10.8,35.1,7.73,0,-2.3,0,2
10.6,0.2,-0.5,48.3,7.05,0,-2.4,0,3
10.2,0.1,-2.8,46.5,7.14,0,-2.3,0,1
10.7,0.2,-0.8,42.2,6.87,0,-2.2,0,2
11.3,0.2,8,29.5,7.08,0,-2.1,0,3
11.8,0.3,18.3,19.2,8.09,0,-1.8,0.13763714,1
12.8,0.4,13.9,32.9,8.02,0,-1.2,0.850965133,2
14.8,0.4,16.8,41.7,9.23,0,0.6,2.737753872,3
16.5,0.3,7.7,71.2,8.58,0,-0.9,5.184365225,1
18.6,0.2,2.5,90,9.67,0,-1.7,8.743218509,2
20.4,0.2,-2.5,95.9,7.96,0,-1.9,12.67899901,3
22.4,0.1,-3.7,96.3,6.54,0,-1.9,12.99194362,1
22,0.1,-0.5,87.2,6.5,0,-1.8,7.802205692,2
22.3,0.1,-4,87.4,6.46,0,-1.8,7.643028916,3
21,0.1,-4.1,80.2,6.59,0,-1.8,3.810700389,1
16.6,0.1,-3.7,65.8,6.66,0,-1.9,0.234303807,2
14.6,0.1,-1.1,56.1,6.41,0,-2.2,0.000212482,3
14.5,0.2,7.6,45.1,7.61,0,-2.1,0,1
13.9,0.2,2.1,51.9,5.86,0,-2.3,0,2
13.6,0.1,1.2,50.2,6.29,0,-2.3,0,3
13.6,0.1,-1,52.4,6.28,0,-2.3,0,1
13.1,0.1,-0.7,48.7,6.16,0,-2.2,0,2
12.9,0.2,7.9,35.2,7.13,0,-2.2,0,3
12.6,0.2,1.7,44.9,7.38,0,-2.2,0,1
12.5,0.1,-0.2,45,6.01,0,-2.2,0,2
12.3,0.1,-5.4,50.3,4.47,0,-2.1,0,3
12.3,0.1,-4.5,45.5,3.19,0,-2.2,0,1
12.2,0.1,-4.3,43.3,2.52,0,-2.2,0,2
12.1,0.1,-4.1,42.4,3.46,0,-2.1,0,3
12.3,0.1,-0.1,37.4,3.94,0,-2.1,0.087659648,1
13.2,0.2,1.5,37.3,4.36,0,-2.2,0.819214542,2
15.2,0.1,-4.4,49.5,5.21,0,-2.1,2.447594797,3
16.8,0.2,4.2,51.9,6.72,0,-2,5.113245975,1
18.7,0.2,2.8,73.7,8.21,0,-1.8,7.494021134,2
20.5,0.1,-2.6,94.2,7.51,0,-1.9,9.417942702,3
21.7,0.2,-1,100,18.31,0,-1.4,7.98726482,1
20.3,0.1,-2.9,78.6,6.88,0,-1.8,4.267508583,2
19.3,0.1,-2.8,73.9,7.02,0,-1.8,2.523902876,3
17,0.1,-3.8,66.9,5.52,0,-1.9,0.513433661,1
15.2,0.1,-4.3,61.5,5.21,0,-2,0.145604639,2
14.2,0.1,-2.4,56,5.41,0,-1.9,0.000945678,3
13.9,0.2,5,46.7,6.33,0,-1.9,0,1
13.6,0.3,11.8,36.5,7.5,0,-2.1,0,2
12.9,0.4,15,28.6,7.83,0,-1.8,0,3
12.5,0.3,7.9,34.1,8.16,0,-1.9,0,1
12.5,0.2,5,37.5,6.74,0,-2.1,0,2
12.9,0.2,10.5,29.3,6.88,0,-2.2,0,3
12.8,0.2,7.7,30.6,7.35,0,-1.9,0,1
12.7,0.2,10.6,23.6,7.58,0,-2.1,0,2
12.5,0.2,4.5,26.1,7.87,0,-2.2,0,3
12.4,0.2,7.1,22.5,8.03,0,-2.1,0,1
12.1,0.2,4.5,21.3,8.36,0,-2.2,0,2
11.9,0.2,2.2,23.2,7.91,0,-2.2,0,3
12.3,0.3,12.7,13.6,8.64,0,-1.5,0.104787137,1
13.7,0.3,6.1,25.8,8.94,0,-1.7,1.044370184,2
15.2,0.2,5.9,35.8,10.44,0,-1.2,2.934103532,3
17,0.2,5.6,54.2,11.99,0,-0.9,5.710866712,1
19.7,0.2,1.3,74.6,8.59,0,-1.4,8.066039902,2
21.3,0.1,-2.4,78.6,5.66,0,-1.8,9.834848936,3
22.4,0.1,1.4,83.7,5.19,0,-1.5,8.301062791,1
22.4,0.1,-2.6,79.2,4.73,0,-1.7,4.782516213,2
18.8,0.1,-0.1,79,3.78,0,-1.8,1.063739223,3
17.9,0.1,1.4,74.4,3.82,0,-1.9,0.58340238,1
17.4,0.1,-1.6,67.4,4.78,0,-1.7,0.381256962,2
16.2,0.1,-0.1,55.9,6.02,0,-1.7,0.034464027,3
15.4,0.1,5.2,47.6,6.74,0,-1.8,0,1
15,0.2,9.4,40.9,7.24,0,-1.8,0,2
14.7,0.2,16.2,30.5,7.16,0,-1.7,0,3
14.2,0.2,11.3,31.3,10.27,0,-1.9,0,1
13.7,0.3,16,22.5,8.44,0,-1.5,0,2
13.1,0.7,25.9,11.2,9.83,0,-0.4,0,3
12.6,0.6,23.4,10.9,11.09,0,-0.6,0,1
12.2,0.3,14.6,15.1,10.21,0,-1,0,2
11.4,0.3,15.1,11.3,9.84,0,-0.8,0,3
10.5,0.4,15,10,10.07,0,-0.8,0,1
9.7,0.2,10.2,14.4,6.82,0,-1.3,0,2
9.2,0.2,12,11.1,7.07,0,-1.2,0,3
9.8,0.4,12.8,11.6,8.88,0,-0.2,0.174493019,1
13.4,0.4,16.2,17.8,8.86,0,-0.4,1.11455787,2
14.3,0.3,16.9,27,8.01,0,-1,2.164388495,3
15.8,0.3,20.1,37.8,10.26,0,-0.5,4.536501106,1
18.7,0.3,18.1,63.2,9.57,0,-0.4,8.035707256,2
21,0.2,15.5,74.3,7,0,-0.6,11.10324025,3
23.7,0,3.9,92.5,4.61,0,-1.3,10.74920195,1
25.3,0,2.1,107.3,5.44,0,-1.3,10.50667506,2
23.7,0,-3.8,85.4,5.55,0,-1.4,7.277137026,3
21.9,0,-4.3,77.1,6.14,0,-1.6,3.66492752,1
19.3,0,-5,72.8,5.77,0,-1.6,1.060194553,2
16.6,0,-3.5,66.7,5.43,0,-1.6,0.044644465,3
16,0,0.6,64.5,9.91,0,-1.5,0,1
14.9,0,0.7,61.1,10.79,0,-1.6,0,2
14.4,0.2,10.8,45.4,12,0,-1.4,0,3
13.3,0.2,11,43.6,9.45,0,-1.6,0,1
12.4,0.1,13.6,36.7,8.96,0,-1.6,0,2
11.4,0.2,19.4,24.6,10.15,0,-1.5,0,3
10.6,0.2,19.5,21.5,11.63,0,-1.5,0,1
10.2,0.1,13.4,23.1,14.51,0,-1.5,0,2
9.5,0.1,11.1,24.2,16.37,0,-1.6,0,3
9.1,0.1,7.3,25.3,19.93,0,-1.6,0,1
8.4,0.1,10,20.3,21.24,0,-1.6,0,2
7.8,0.2,15.7,13.1,21.71,0,-0.9,0,3
8,0.8,20,12.4,25.26,0,1.6,0.159750896,1
11.5,1,28.1,18.4,25.52,0,1.3,1.148836881,2
14.4,0.5,27.9,37,20.55,0,1.7,3.457764553,3
17.3,0.3,26.2,60.7,21.91,0,0.5,6.791631189,1
20,0.2,15,83,16.19,0,-0.1,10.13292287,2
22.2,0,7,100.3,12.84,0,-0.7,12.32201686,3
24.2,0.1,9.3,101.3,10.49,0,-1,12.52190967,1
25.3,0.1,9.7,103.7,9.44,0,-0.8,9.198351644,2
24.5,0.1,7.9,87.1,8.59,0,-1.3,3.185975433,3
17.8,0.1,22.4,58.7,11.32,27.4,0.2,0.371570916,1
13.6,0.3,21.6,43.6,11.11,2.2,-1.2,0.205505837,2
14.2,0.6,32.8,30.3,9.87,0,-0.9,0.071476692,3
14.8,0.8,33,28,10.4,0,-0.4,0,1
14.8,0.4,32.9,28.4,10.02,0,-1.3,0,2
14.5,0.9,37.9,20.1,11.62,0,0,0,3
14,1.1,39.3,10.8,14.74,0,0.7,0,1
14.1,0.7,37,10.5,16.9,0,-0.2,0,2
13.6,0.4,27.6,16.8,18.73,0,-1.8,0,3
13,0.2,18.7,24.7,19.17,0,-1.9,0,1
12.7,0.1,22.3,17.7,18.22,0,-2,0,2
12.4,0.1,17.8,18.4,18.58,0,-2.1,0,3
12,0.1,11.2,20.2,18,0,-2.1,0,1
11.9,0.1,13.4,17.4,17.97,0,-1.9,0,2
11.8,0.2,16.8,12.8,20.03,0,-0.5,0,3
12.2,0.9,42.3,11.7,24.78,0,5.1,0.110180056,1
13.9,0.9,32.8,14,23.21,0,3.8,0.959202335,2
17,0.5,36.6,32.3,23.9,0,15.7,3.287139315,3
19.3,0.1,14.2,69.3,16.36,0,0.7,6.657630655,1
21.2,0.1,10.4,87.5,14.68,0,-0.9,9.833244831,2
23,0.1,13.3,117.1,18.17,0,1,11.64656977,3
24.6,0.1,10.3,110.5,16.61,0,-0.6,11.24624132,1
24.7,0,4.1,105,15.51,0,-1.4,7.273603799,2
22,-0.1,-2.6,84.3,12.12,0,-1.5,5.431669718,3
20.2,-0.1,17.6,64.6,11.24,0,0,1.393244831,1
18.5,0.1,20.3,56.1,12.45,0,-0.7,0.123375296,2
16.8,0.5,45.1,26.1,14.8,0,2.9,0.124530022,3
16.3,0.4,33.9,40.2,22.29,0,0.6,0,1
15.3,0,9.1,67.5,12.02,0,-1.6,0,2
13.9,0,6.9,68.8,8.94,0,-1.8,0,3
12.8,0.1,20.2,49.9,11.14,0,-1.8,0,1
11.6,0.3,43.7,18.8,13.1,0,-1,0,2
11.2,0.3,36.2,19.5,22.28,0,-1.4,0,3
10.3,0.1,18.7,31.5,15.7,0,-1.7,0,1
9.6,0.1,20.2,22.3,16.4,0,-1.9,0,2
9.3,0.1,20,19.7,13.63,0,-1.8,0,3
8.7,0,13,22.9,13.37,0,-1.8,0,1
8.6,0,17.1,19.4,13.43,0,-1.6,0,2
8.4,0.1,21.6,19.3,16.9,0,-1.2,0,3
9,0.5,27.5,18.2,18.6,0,0.7,0.142664225,1
11.9,1.2,44.5,18.1,20.19,0,3.4,1.126504158,2
14.9,0.6,46.6,32.2,20.89,0,1.6,3.440906386,3
17.4,0.2,24.1,62.4,19.15,0,0.1,6.579822232,1
20.3,0.1,20.1,84.3,18.79,0,0,10.17646487,2
22.9,0,10.5,106.8,15.36,0,-1.2,12.25369764,3
24.5,0,5.4,113.9,13.95,0,-1.4,12.13235103,1
23.6,-0.1,-1.5,94.8,11.84,0,-1.6,10.2369791,2
22.9,-0.1,-1.6,91.5,8.63,0,-1.5,6.89332723,3
21,-0.1,3.8,81.6,7.49,0,-1.2,3.489600977,1
18.5,-0.1,-0.1,78.6,8.32,0,-1.4,1.197018769,2
16.5,-0.1,4.9,73.4,9.43,0,-1.1,0.197629511,3
14.4,-0.1,1.3,72.8,15.31,0,-1.2,0,1
13.6,-0.1,1.8,68.3,14.24,0,-1.3,0,2
13.2,-0.1,4.2,63.5,11.53,0,-1.6,0,3
12.7,0,11,54.3,11.6,0,-1.5,0,1
11.9,0.1,24.4,36.6,11.33,0,-1.3,0,2
10.8,0.1,24,30.1,14.92,0,-1.4,0,3
9.7,0.1,24.9,21.9,18.76,0,-1.4,0,1
9,0.1,21.8,20,23.7,0,-1.3,0,2
8.3,0,20.7,19.3,22.24,0,-1.3,0,3
7.9,0,15.1,24.2,23.72,0,-1.5,0,1
7.3,0,12.7,25,22.72,0,-1.5,0,2
6.8,0,20.4,15.9,29.04,0,-1.1,0,3
7.3,0.5,31,11.5,28.19,0,1.2,0.022623026,1
8.1,1.5,37.8,12.2,28.72,0,4.8,0.295794614,2
9.8,1.4,60.9,13.4,29.85,0,9.3,1.407127489,3
12.3,0.9,58.4,23.8,29.58,0,2.2,3.848353552,1
14.6,0.5,50,50.4,28.64,0,3.7,5.713282979,2
17.6,0.3,45.1,71.7,28.9,0,14,7.7964477,3
19.2,0.2,34.5,92.6,24.07,0,4.5,6.659442283,1
20.5,-0.1,11.9,84,11.81,0,-0.1,7.199469749,2
19.3,-0.2,-1.6,83.5,9.93,0,-1.2,5.158312352,3
18,-0.2,1.6,74,9.3,0,-1,2.706869993,1
15.9,-0.2,2.8,69.7,8.54,0,-1,0.789890135,2
14.7,-0.1,6.1,66.5,9.64,0,-1,0.108137636,3
13.8,-0.1,8.3,60.4,10.2,0,-1.3,0,1
13.4,0,13.8,51.6,13.55,0,-1.3,0,2
12.6,0.6,43.3,17.2,15.93,0,0.8,0,3
11.7,0.2,31.4,25.2,14.68,0,-0.7,0,1
11.3,0.4,38.1,14.7,13.59,0,0.1,0,2
10.8,0.5,38.1,13.3,15.05,0,0.6,0,3
10.3,0.1,24.8,22.2,10.94,0,-0.8,0,1
9.7,0.2,30.9,13.2,9.18,0,-0.7,0,2
9,0,25.6,16.6,9.29,0,-0.9,0,3
8.7,0.2,26.8,11.9,12.03,0,-0.7,0,1
8.1,0.1,25.2,13.1,11.84,0,-0.8,0,2
7.6,0.1,26.5,10.7,11.44,0,-0.2,0,3
7.6,0.4,28.6,11.5,14.62,0,1.4,0.11638323,1
9,0.5,29.7,15,14.78,0,1.1,0.745626764,2
10.5,0.4,32.8,19.2,17.31,0,1,1.54373579,3
12.6,0.2,31.1,33.2,17.11,0,0.5,3.062782864,1
14.5,0.3,38.8,42.9,17.4,0,0.7,5.095320821,2
17.4,0.4,54.1,54,18.3,0,0.5,9.930354391,3
21.1,-0.1,10.4,90,9.67,0,-1.2,12.23719768,1
22.8,-0.2,-0.2,105.3,13.95,0,-1.2,9.394610132,2
22.1,-0.2,-0.6,90.5,13.31,0,-1.1,5.939683375,3
20.6,-0.2,-3.6,77.2,8.88,0,-1.2,3.492516976,1
17.7,-0.3,-1.2,66.8,5.75,0,-1.3,1.144305715,2
15.5,-0.3,3.8,58.4,4.64,0,-1,0.131882963,3
14.2,-0.2,1,54.9,4.17,0,-1.2,0,1
13.4,-0.2,4.2,49.8,5.08,0,-1.2,0,2
12.7,-0.1,19.1,37,6.61,0,-0.4,0,3
11.3,0.2,26.5,23.2,8.4,0,-0.4,0,1
10.5,0.3,25.8,19.6,11.66,0,-0.4,0,2
9.7,0.3,26.6,15.7,18.04,0,-0.3,0,3
9.1,0.3,27.4,13.4,30.02,0,0,0,1
8.6,0.3,26.9,11.7,27.34,0,-0.4,0,2
7.9,0.1,21.1,16.4,27.73,0,-0.9,0,3
7.3,0,16.4,19.1,26.47,0,-1.2,0,1
6.8,0.1,20.6,13.4,24.31,0,-1.1,0,2
6.6,0,23.5,13.4,25.2,0,-0.6,0,3
6.8,0.3,25.8,13.3,25.25,0,0.6,0.150637827,1
8.9,0.2,29.6,22.2,28.65,0,0.4,0.931511406,2
11.5,0.2,33.2,33.8,32.21,0,0.7,2.828290227,3
15.5,0.1,29.3,57.4,25,0,5.4,6.392079042,1
18.3,0,19.8,75.9,22.46,0,5.9,6.798993668,2
20,0,19.8,87.3,27.3,0,6.7,6.0464168,3
21.4,-0.1,9.9,99.6,25.44,0,5.1,6.110770581,1
22,-0.2,6.5,95,18.92,0,0.2,4.872412833,2
21.4,-0.2,2.2,98.8,19.16,0,-0.5,2.569796292,3
19,-0.2,0,83.8,16.2,0,-0.8,1.400333791,1
17.9,-0.2,-1.6,77.2,14.03,0,-1.1,0.695326925,2
16,-0.2,-1.7,74.7,14.24,0,-1.1,0.098876936,3
14.4,-0.2,-0.6,69.3,14.14,0,-1.1,0,1
13.9,-0.2,8.1,57.4,14.74,0,-1,0,2
13.5,-0.2,5.6,57.5,9.3,0,-0.8,0,3
13.1,0,20.5,41.4,9.63,0,-0.4,0,1
12.3,0.1,30.9,29.9,11.03,0,0.2,0,2
11.6,0,15.5,34.6,12.32,0,-1.1,0,3
11.2,-0.2,4.9,43.1,10.64,0,-1.4,0,1
10,-0.2,12.4,31.7,11.48,0,-1.2,0,2
9.4,-0.2,6.9,34.3,12.89,0,-1.4,0,3
9.3,-0.2,10.2,28.3,14.85,0,-1.3,0,1
8.8,-0.2,8,29.7,16.59,0,-1.4,0,2
7.9,-0.1,18.1,18.3,16.54,0,-0.8,0,3
7.9,0.5,27.6,13.2,22.83,0,1.1,0.15017052,1
11.1,1,34.9,19,28.53,0,3,1.099285115,2
13.9,0.2,27.3,41,26.77,0,1,3.061775387,3
16.8,0.1,30,59.9,24.13,0,0.8,5.814877546,1
19.6,0,25,86.3,22.61,0,0.5,9.235492866,2
21.8,-0.1,19.2,95.6,14.95,0,-0.3,11.4947406,3
23.5,-0.3,-3.4,81.9,6.96,0,-1.4,11.83783207,1
23,-0.3,-2.8,83.6,10.63,0,-1.1,9.649089799,2
22.3,-0.3,-1.5,90.6,20.89,0,-0.5,6.3018822,3
21.1,-0.1,1.9,108.5,63.73,0,1.6,3.00872282,1
19.1,-0.2,-0.7,89.9,32.18,0,-0.1,1.081353094,2
16.8,-0.2,1,84.3,30.58,0,-0.2,0.157446403,3
14.3,-0.2,1,77.2,24.26,0,-0.5,0,1
12.9,-0.2,3.2,71.9,28.35,0,-0.5,0,2
12.3,-0.2,1.6,69.6,17.32,0,-1.1,0,3
11.6,-0.2,4.7,64.4,14.49,0,-1.2,0,1
10.8,-0.1,18.4,44.2,15.05,0,-1.2,0,2
9.4,0,30.2,24,18.15,0,-1,0,3
8.3,0,23.7,25.8,18.24,0,-1.2,0,1
7.5,-0.1,24,21.9,19.7,0,-1.3,0,2
6.8,-0.1,21.2,19.9,23.24,0,-1.3,0,3
6.1,-0.1,14.3,23.2,28.82,0,-1.4,0,1
5.5,-0.1,16.5,20.6,33.07,0,-1.2,0,2
5.1,0,22,13.1,32.05,0,-0.7,0,3
5.5,0.4,27.7,12.7,34.69,0,1.5,0.135653468,1
9.5,0.7,37.2,16.6,36.53,0,3.1,0.946601816,2
12.3,0.4,40.6,38.1,43.22,0,1.2,2.936314183,3
15.3,0.4,52.4,62.5,48.56,0,3.4,5.910230411,1
18.4,0.1,39.5,90.8,44.01,0,7.2,8.404679179,2
21.5,-0.1,21.3,100.7,25.91,0,2.2,10.77410544,3
23.3,-0.1,13,101.2,22.79,0,-0.2,10.02271534,1
22.5,-0.2,4.8,106.4,29.23,0,-0.3,6.695043107,2
18.9,-0.3,-1.5,93.3,20.53,0,-0.7,3.479295415,3
17,-0.3,-0.9,95.1,33.2,0,0,2.424062333,1
15.8,-0.3,-1.1,91.1,20.2,0,-0.7,0.782899214,2
13.9,-0.3,0.5,90.1,19.92,0,-0.9,0.095061418,3
12.6,-0.2,6.2,84.6,21.35,0,-0.9,0,1
12,-0.2,7.7,85.8,29.11,0,-0.6,0,2
11.6,-0.2,9,80.2,28.36,0,-0.8,0,3
11.3,-0.2,13,70,25.56,0,-1,0,1
10.5,0.2,45.3,27.1,31.35,0,-0.8,0,2
9.5,-0.1,30.8,37.1,29.62,0,-1.1,0,3
9.1,-0.2,17.6,47.4,29.82,0,-1.3,0,1
8.9,-0.2,20.5,39.1,33.62,0,-1.2,0,2
8.7,-0.1,13.9,43.5,38.06,0,-1.2,0,3
8.3,-0.1,12.7,39.3,39.86,0,-1.3,0,1
7.3,-0.1,18.6,30.1,57.37,0,-1.1,0,2
6.6,0.1,27.8,19.6,56.08,0,-0.7,0,3
6.8,0.5,35.8,13.3,55.08,0,1.5,0.087729076,1
9.7,1,45.3,15.8,66.71,0,2.8,0.638621729,2
12.5,1,60.1,28.8,86.03,0,2.6,1.96307393,3
15.4,0.1,26,83.9,88.77,0,4.4,4.372817197,1
18.8,0.1,28.8,109.3,86.31,0,2.2,6.628264668,2
21.4,0,17,129.7,75.47,0,1.3,7.602365148,3
23,-0.1,14.9,138.5,60.55,0,1.2,7.731013962,1
24.2,-0.2,8.4,131.6,47.02,0,0.4,7.015186542,2
22.2,-0.3,1.2,115.1,38.47,0,-0.4,4.510304036,3
20.1,-0.3,-0.7,101.7,24.7,0,-0.8,1.759802014,1
17.8,-0.3,-1.7,95.1,19.57,0,-1,0.607662699,2
15.5,-0.3,-2,89.6,15.34,0,-1.1,0.049533074,3
13.7,-0.3,0.4,84,15.47,0,-1.2,0,1
12.8,-0.3,4.2,77.4,16.68,0,-1.1,0,2
12.1,-0.3,10.1,69.5,16.21,0,-1.1,0,3
11.2,-0.2,22.8,49.2,15.85,0,-1.1,0,1
10.1,0,42.1,25.3,16.41,0,-0.7,0,2
9.1,-0.1,30.6,34.1,18.39,0,-1,0,3
8.4,-0.2,27.5,33.6,19.84,0,-1.2,0,1
8.1,-0.2,24,31.2,26.53,0,-1.3,0,2
8.2,-0.2,13.2,44.2,28.84,0,-1.4,0,3
8.1,-0.2,11.4,40.5,33.87,0,-1.2,0,1
8,-0.2,12.2,38.5,37.47,0,-1.3,0,2
7.9,-0.1,28.2,20,41.24,0,-0.8,0,3
8,0.3,35.2,15.1,47.52,0,1.2,0.013230335,1
8.7,0.7,40.3,13.5,53.79,0,2.3,0.196129168,2
9.9,0.9,48.7,14.6,51.32,0,6.4,0.895017166,3
11.8,0.9,62.9,22.1,70.8,0,7.7,2.466118486,1
14.2,0.6,74.6,42.9,70.28,0,15.6,4.601668956,2
16.7,0.3,62.5,68.4,74.53,0,22.1,4.39923743,3
19.3,0.2,49.6,101.5,78.44,0,15.1,5.866702525,1
21.4,0.2,49.6,119.5,69.49,0,7.5,4.839836347,2
21.2,-0.3,5.2,105.3,22.57,0,-0.2,2.574528878,3
19.1,-0.4,-0.7,99,14.71,0,-1.1,1.431997406,1
17.3,-0.4,-1,94.8,16.56,0,-1,0.658184558,2
15.7,-0.3,0.6,90.4,16.71,0,-0.9,0.0926215,3
14.3,-0.3,7.9,79.8,17.17,0,-0.9,0,1
13.5,-0.3,10.2,75.9,17.66,0,-1.1,0,2
12.4,-0.1,34.2,44.4,20.09,0,-0.8,0,3
11.2,0.5,56.2,15.1,30.3,0,1,0,1
10.5,0.3,50.3,16.1,31.4,0,0.1,0,2
9.7,0,41.7,20.7,24.74,0,-0.7,0,3
8.7,0.1,45.8,14.7,29.22,0,-0.5,0,1
7.6,0.2,45.7,12.4,35.83,0,1.1,0,2
6.8,0.1,37,15.3,48.28,0,0.3,0,3
6.8,0.1,29.9,17.7,66.89,0,-0.3,0,1
6.9,0,31,15.8,61.78,0,-0.3,0,2
6.5,0.1,31.5,13.8,69.96,0,0,0,3
6.5,0.7,37.9,15.5,93.25,0,2.8,0.096263447,1
9.2,1.2,50.6,17,83.2,0,6.1,0.829808499,2
12.2,0.5,54.2,42.3,84.99,0,3.7,2.564116884,3
15.5,0.4,55.8,86.4,120.33,0,6,5.452357519,1
19.1,0.1,39.8,113.1,78.13,0,11,8.730099184,2
21.9,-0.2,12.8,118.9,35.65,0,1.4,11.03785306,3
24,-0.3,7.6,113.9,20.5,0,-0.5,10.96515259,1
23.1,-0.3,1.8,116.5,39.74,0,-0.3,7.095262837,2
21.7,-0.3,-0.2,113.8,41.81,0,-0.3,4.301475929,3
20.9,-0.4,-0.3,107.8,31.75,0,-0.5,2.466806668,1
19.3,-0.3,-0.3,105.2,29.64,0,-0.6,0.895622568,2
17.1,-0.4,0.7,99.2,19.36,0,-1.1,0.121235599,3
14.9,-0.4,2.1,92.7,14.69,0,-1.3,0,1
13.5,-0.4,2.2,91.3,14.94,0,-1.3,0,2
12.4,-0.3,2.4,92.1,16.68,0,-1.2,0,3
11.4,-0.2,19.7,66.9,16.49,0,-1.2,0,1
10,-0.1,44.9,30.7,17.22,0,-0.8,0,2
8.9,0,48.9,18.1,20.27,0,-0.8,0,3
8.2,0.1,44.2,19.6,40.92,0,-0.6,0,1
7.5,0.2,44.8,17.9,77.68,0,-0.3,0,2
7.2,0.1,37.5,19.3,52.46,0,-0.8,0,3
6.5,0,30.5,20.8,53.2,0,-1,0,1
6.3,0.2,32.3,20.4,112.52,0,-0.8,0,2
6,0.4,35.4,16.1,125.39,0,-0.2,0,3
7.2,0.6,37.8,16.2,157.57,0,0.8,0.037180133,1
9.3,0.7,39.5,28.8,164.71,0,1.1,0.662809949,2
13.1,0.8,42.4,87.4,248.49,0,2.9,2.261346609,3
16.4,0.6,44.4,129.6,181.16,0,3.6,5.247796597,1
19.7,0,23.2,128.2,79.75,0,1.1,9.34444419,2
22.1,-0.2,8.7,124.6,41.55,0,0.5,11.00434272,3
23.4,-0.3,6.7,129.4,35.54,0,0.1,9.485585183,1
24.4,-0.3,4.2,126.4,35.79,0,-0.4,7.57436408,2
22.1,-0.2,-0.4,117.1,55.19,0,-0.5,5.798797589,3
21,-0.3,-1.9,112,46.53,0,-0.8,3.313980697,1
18.3,-0.3,-2.4,108.3,36.23,0,-0.9,0.730065232,2
16.4,-0.3,-0.4,103.3,31.97,0,-1.1,0.033405051,3
15.3,-0.3,1.1,99,30.14,0,-1,0,1
14.3,-0.3,4.9,90.7,26.29,0,-1,0,2
14.1,-0.4,-0.4,94.7,24.83,0,-1.2,0,3
14.1,-0.3,5.6,84,25.41,0,-1.3,0,1
